original_review_id,source,country,rating,review,discovery_score,rating_bonus,priority_score,categories,matched_terms,review_lower
224,Google Play,IN,1,"My main point of discontentment with Spotify would be the ""shuffle"" setting. It seems to select a small group of songs and artists to play despite the fact that I have a library of thousands of songs. Somehow my shuffle setting frequently plays the same ""popular"" songs/artists. Not a true shuffle, selective playtime for certain artists. It's pretty obvious Spotify presents us with certain content by design regardless of shuffle setting. App freezes and crashes often as well. Boo!!!",6,4,10,"playlist,artist","artists,shuffle","my main point of discontentment with spotify would be the ""shuffle"" setting. it seems to select a small group of songs and artists to play despite the fact that i have a library of thousands of songs. somehow my shuffle setting frequently plays the same ""popular"" songs/artists. not a true shuffle, selective playtime for certain artists. it's pretty obvious spotify presents us with certain content by design regardless of shuffle setting. app freezes and crashes often as well. boo!!!"
1130,Google Play,IN,1,I loved it until today it put me on shuffle on my Playlist and I wanted to listen to my 3 fav songs amd after 1 of them it put me on hair dye and im not able to change it back,6,4,10,playlist,"playlist,shuffle",i loved it until today it put me on shuffle on my playlist and i wanted to listen to my 3 fav songs amd after 1 of them it put me on hair dye and im not able to change it back
1039,Google Play,IN,1,"I hate Spotify. It keeps playing an ad. After least about 2 songs play is getting on my nerves, and I can't use it because it is not working right. All I see is a black screen. This app is terrible.",6,4,10,repetition,keeps playing,"i hate spotify. it keeps playing an ad. after least about 2 songs play is getting on my nerves, and i can't use it because it is not working right. all i see is a black screen. this app is terrible."
3433,Google Play,IN,2,"hi I just got logged out of my account because the log in link that was supposed to expire in 4 hours expired and I automatically got logged out of my account and when I tried to log in using your Spotify log in link it did not send anything whatsoever despite me trying to do it again and again and after all that trying to get a link it decided to stop ""sending"" anymore and saying error and now I'm logged out of my account because my password that I saved was incorrect says by your app",7,3,10,repetition,again and again,"hi i just got logged out of my account because the log in link that was supposed to expire in 4 hours expired and i automatically got logged out of my account and when i tried to log in using your spotify log in link it did not send anything whatsoever despite me trying to do it again and again and after all that trying to get a link it decided to stop ""sending"" anymore and saying error and now i'm logged out of my account because my password that i saved was incorrect says by your app"
5760,Apple App Store,AU,3,"Good app but hate how for non premium users they can’t change queue, skip back, skip through songs and whenever they listed to albums it’s always on shuffle play and adds recommended songs.",8,2,10,"recommendation,playlist","recommended,shuffle","good app but hate how for non premium users they can’t change queue, skip back, skip through songs and whenever they listed to albums it’s always on shuffle play and adds recommended songs."
5900,Apple App Store,AU,1,Ads are too frequent and run for very long and subscription is pricey. Repeats songs on my playlist each time I listen,6,4,10,"repetition,playlist","playlist,repeats",ads are too frequent and run for very long and subscription is pricey. repeats songs on my playlist each time i listen
1856,Google Play,IN,1,littered with AI generated artists and songs. you can barely listen to music on the free version due to limited skips and constant ads. they take money from artists. it may be free but if you care about the artists and hate generative AI I wouldn't recommend it.,6,4,10,"recommendation,artist","artists,recommend",littered with ai generated artists and songs. you can barely listen to music on the free version due to limited skips and constant ads. they take money from artists. it may be free but if you care about the artists and hate generative ai i wouldn't recommend it.
3532,Google Play,IN,1,"5 minutes of songs with 2 minutes of ads. can only listen to so many books with a subscription. I'll get the subscription again, if you can do a little better. otherwise I can just be a pirate instead. Why don't you know how shuffle works? it's supposed to shuffle my whole playlist, not just a bunch of songs you want me to hear on loop.",6,4,10,playlist,"playlist,shuffle","5 minutes of songs with 2 minutes of ads. can only listen to so many books with a subscription. i'll get the subscription again, if you can do a little better. otherwise i can just be a pirate instead. why don't you know how shuffle works? it's supposed to shuffle my whole playlist, not just a bunch of songs you want me to hear on loop."
3849,Google Play,IN,1,Please urgently fix the shuffle. Many of us have tried everything so that a 30 hour long Playlist doesn't play the same 20 songs yet the app still does so. It is very annoying and frustrating wanting to play ALL of your songs and only hearing the same 5 to the point where you can't stand listening to them again. It ruins the experience of listening to music. Please change this. The app would be great if this wasn't such a big issue.,6,4,10,playlist,"playlist,shuffle",please urgently fix the shuffle. many of us have tried everything so that a 30 hour long playlist doesn't play the same 20 songs yet the app still does so. it is very annoying and frustrating wanting to play all of your songs and only hearing the same 5 to the point where you can't stand listening to them again. it ruins the experience of listening to music. please change this. the app would be great if this wasn't such a big issue.
1969,Google Play,IN,1,i continually edit this review based on what Spotify as a product and company are doing and not doing. right now shuffle has been playing the same set of songs from my music regardless of what I select to start. its kind of the exact opposite of shuffle. i pay too much for a post-ipod app to have a shuffle function that is prehiood. 1 star.,6,4,10,"playlist,personalization","my music,shuffle",i continually edit this review based on what spotify as a product and company are doing and not doing. right now shuffle has been playing the same set of songs from my music regardless of what i select to start. its kind of the exact opposite of shuffle. i pay too much for a post-ipod app to have a shuffle function that is prehiood. 1 star.
2459,Google Play,IN,1,it keeps playing random songs horrible amount of ads and I won't let me go back in songs,6,4,10,repetition,keeps playing,it keeps playing random songs horrible amount of ads and i won't let me go back in songs
1965,Google Play,IN,1,"i can't even play songs which I like to hear. it's really bad. I even wait patiently to finish the ads. Now, I have to find a new music app. This is so annoying.",6,4,10,discovery,new music,"i can't even play songs which i like to hear. it's really bad. i even wait patiently to finish the ads. now, i have to find a new music app. this is so annoying."
2965,Google Play,IN,1,"All cute and nice on the first week, then, it shows it's true colors. Forced to listen to a Playlist in shuffle? Hell nah, instant-unistall.",6,4,10,playlist,"playlist,shuffle","all cute and nice on the first week, then, it shows it's true colors. forced to listen to a playlist in shuffle? hell nah, instant-unistall."
2662,Google Play,IN,1,"You don't care for the artists, you don't care for the consumer (exorbitant fees and 'free' users subjected (enslaved in some respects) to crazy amounts of ads). All you care for is yourselves and your bottom line. I'm better off flicking through the radio stations to listen to music. Bye bye Spotifye",6,4,10,"playlist,artist","artists,radio","you don't care for the artists, you don't care for the consumer (exorbitant fees and 'free' users subjected (enslaved in some respects) to crazy amounts of ads). all you care for is yourselves and your bottom line. i'm better off flicking through the radio stations to listen to music. bye bye spotifye"
6256,Apple App Store,CA,1,"It doesn’t shuffle music when you try to shuffle it. Plays the same music no matter how much you shuffle playlists. 
Really intolerable algorithms too.",6,4,10,playlist,"playlists,shuffle","it doesn’t shuffle music when you try to shuffle it. plays the same music no matter how much you shuffle playlists. 
really intolerable algorithms too."
4041,Google Play,IN,1,"you guys have gotten so much wprse after this fricking update. I dont want you to play recommend songs in my Playlist. thats not your business and stop the ads. the more ads you give the more I want tk delete Spotify because gosh, you're annoying",6,4,10,"recommendation,playlist","playlist,recommend","you guys have gotten so much wprse after this fricking update. i dont want you to play recommend songs in my playlist. thats not your business and stop the ads. the more ads you give the more i want tk delete spotify because gosh, you're annoying"
5269,Apple App Store,US,1,"As a new music producer, your 1000 stream minimum for royalty eligibility is criminal.  I’m disabled and Spotify is literally stealing money from me.",6,4,10,discovery,new music,"as a new music producer, your 1000 stream minimum for royalty eligibility is criminal.  i’m disabled and spotify is literally stealing money from me."
5398,Apple App Store,US,1,I want to find NEW music not the same 500 songs I already know,6,4,10,discovery,new music,i want to find new music not the same 500 songs i already know
5473,Apple App Store,US,1,"With premium, it's amazing. But if you're broke like me, it's awful. All the songs are on shuffle and you have to pay to play your playlist in order. If your playlist is short with the hack of listening to the songs you actually want to, they add random songs. It wouldn't be an issue if you could skip it without getting FOUR ADS per 2 skips. You gets SO MANY ADS per every few songs and I can't skip them ever. There is more ads than music. ALSO this part drives me so mad the most: You can't rewind the song or go back to your favorite part in the song. If you want to listen to a song again, you have to click it, which will most likely just give you an ad. If you listen to a song just because of one part, don't do it on Spotify. It's a really great music app IF you have premium, otherwise, YouTube is infinitely better.",6,4,10,playlist,"playlist,shuffle","with premium, it's amazing. but if you're broke like me, it's awful. all the songs are on shuffle and you have to pay to play your playlist in order. if your playlist is short with the hack of listening to the songs you actually want to, they add random songs. it wouldn't be an issue if you could skip it without getting four ads per 2 skips. you gets so many ads per every few songs and i can't skip them ever. there is more ads than music. also this part drives me so mad the most: you can't rewind the song or go back to your favorite part in the song. if you want to listen to a song again, you have to click it, which will most likely just give you an ad. if you listen to a song just because of one part, don't do it on spotify. it's a really great music app if you have premium, otherwise, youtube is infinitely better."
1502,Google Play,IN,1,"Spotify used to be good. But the issue is that the mobile app feels like it's becoming unusable for people without premium. earlier today I was listening to an album with 34 songs. Let me repeat, THIRTY FOUR songs, it played two of those songs, then started playing songs by completely different artists. Alongside that, I can't loop songs, I don't know whether thats the mobile version in general, or just a premium thing, but either way, the fact that I can't loop songs on a MUSIC APP is insane.",6,4,10,"repetition,artist","artists,repeat","spotify used to be good. but the issue is that the mobile app feels like it's becoming unusable for people without premium. earlier today i was listening to an album with 34 songs. let me repeat, thirty four songs, it played two of those songs, then started playing songs by completely different artists. alongside that, i can't loop songs, i don't know whether thats the mobile version in general, or just a premium thing, but either way, the fact that i can't loop songs on a music app is insane."
3732,Google Play,IN,1,"a random nsfw playlist showed up...and won't go away. i have reported it, blocked the artis, removed from my taste. and it won't go away. I usually love the app but this experience is horrible. I need an easy way to block whole playlist so it will never be shown again and my reports to be taken seriously!",5,4,9,"playlist,personalization","playlist,taste","a random nsfw playlist showed up...and won't go away. i have reported it, blocked the artis, removed from my taste. and it won't go away. i usually love the app but this experience is horrible. i need an easy way to block whole playlist so it will never be shown again and my reports to be taken seriously!"
6488,Apple App Store,CA,3,"I really like using the app and I don’t mind the monthly payments. I don’t think the increase is worth it though. Also, the random is not random every day. It plays the same damn songs in a row in order and doesn’t matter how you switch it. it always plays the same songs in a row, which is extremely annoying and even enough to cancel. This is the reason for the three star review.",7,2,9,repetition,same songs,"i really like using the app and i don’t mind the monthly payments. i don’t think the increase is worth it though. also, the random is not random every day. it plays the same damn songs in a row in order and doesn’t matter how you switch it. it always plays the same songs in a row, which is extremely annoying and even enough to cancel. this is the reason for the three star review."
6923,Apple App Store,SG,1,Please add tagging for AI music. was having a good day until AI was forced upon me in my discovery weekly. Ew,5,4,9,discovery,discovery,please add tagging for ai music. was having a good day until ai was forced upon me in my discovery weekly. ew
5019,Apple App Store,US,1,"Old Review: Yes you’re free but you’ve been pushing ads to much & your pricing is quite a lot for premium. New Review: Still money hungry as usual which is Ridiculous and Stop with the Murder/Ghost Story Advertising Podcasts from appearing in my Recommendations, I don’t like hearing those. Update: In 2026, Unusable while poor, it’s changed a whole lot for nothing. The subscription is ridiculous amount of money it wants for it. If you’re a millionaire go for it even a billionaire. Icon used to be a green disco ball, we all miss it.",5,4,9,recommendation,recommendations,"old review: yes you’re free but you’ve been pushing ads to much & your pricing is quite a lot for premium. new review: still money hungry as usual which is ridiculous and stop with the murder/ghost story advertising podcasts from appearing in my recommendations, i don’t like hearing those. update: in 2026, unusable while poor, it’s changed a whole lot for nothing. the subscription is ridiculous amount of money it wants for it. if you’re a millionaire go for it even a billionaire. icon used to be a green disco ball, we all miss it."
2548,Google Play,IN,1,"6 years after switching to Amazon music, I couldn't be happier. There were features I loved in Spotify, they had a slightly deeper library in a couple obscure genres, and I miss the playlists I spent countless hours curating, but after you get used to the Amazon Music interface, it's a better value at $69.99/yr annual subscription. Spotify is charging you WAY more than their service is worth. If they ever offer annual subscription discounts, I'll switch back, but not likely.",5,4,9,"discovery,playlist","genres,playlists","6 years after switching to amazon music, i couldn't be happier. there were features i loved in spotify, they had a slightly deeper library in a couple obscure genres, and i miss the playlists i spent countless hours curating, but after you get used to the amazon music interface, it's a better value at $69.99/yr annual subscription. spotify is charging you way more than their service is worth. if they ever offer annual subscription discounts, i'll switch back, but not likely."
1885,Google Play,IN,1,"The Family Plan setup needs a major update. Right now, only one parent gets to act as the plan manager, meaning only one person gets the audiobook time and account management control. In a family household, both parents should absolutely be able to manage the account and share those perks. Also, the AI music algorithm is incredibly frustrating compared to platforms like Pandora. It rarely plays what you actually want to hear unless you sit down and build your own playlist from scratch. Honestly,",5,4,9,"recommendation,playlist","algorithm,playlist","the family plan setup needs a major update. right now, only one parent gets to act as the plan manager, meaning only one person gets the audiobook time and account management control. in a family household, both parents should absolutely be able to manage the account and share those perks. also, the ai music algorithm is incredibly frustrating compared to platforms like pandora. it rarely plays what you actually want to hear unless you sit down and build your own playlist from scratch. honestly,"
6808,Apple App Store,SG,3,"I like listening to musics from different countries. Significant part of my playlist is English, Russian and Kazakh songs. And Spotify fails to mix all this music so badly. Recommendations are mediocre and monotonous, there is no surprise effect. 

Still using yandex music because honestly it’s so much better recommending music, but because they don’t have licenses with major labels, I end up using Yandex music for recommendations and Spotify for new releases. Still spend most of my time with Yandex",7,2,9,"recommendation,playlist","playlist,recommendations","i like listening to musics from different countries. significant part of my playlist is english, russian and kazakh songs. and spotify fails to mix all this music so badly. recommendations are mediocre and monotonous, there is no surprise effect. 

still using yandex music because honestly it’s so much better recommending music, but because they don’t have licenses with major labels, i end up using yandex music for recommendations and spotify for new releases. still spend most of my time with yandex"
6859,Apple App Store,SG,2,It assumed my gender and recommended me a male out playlist as well as whatever mommy asmr is the cover page was Sus and I felt really uncomfortable btw I listen mostly to pop songs,6,3,9,"recommendation,playlist","playlist,recommended",it assumed my gender and recommended me a male out playlist as well as whatever mommy asmr is the cover page was sus and i felt really uncomfortable btw i listen mostly to pop songs
6573,Apple App Store,CA,2,"First of all this new update doesn’t let me loop my songs! Next, if I’m listening to a song from my liked songs, I can’t go to the next song in my playlist, it just gives me songs I don’t wanna listen to! Also wdym I have to pay premium to now choose my songs? I listened to a minimum and it went to recommended. It won’t let me go back or forward, it just goes the way it wants to but not the way I want it to. I can’t tap on lyrics to fast forward to a certain time in the song! I just wanna listen to my liked songs, please Spotify I beg! Fix these please!",6,3,9,"recommendation,playlist","playlist,recommended","first of all this new update doesn’t let me loop my songs! next, if i’m listening to a song from my liked songs, i can’t go to the next song in my playlist, it just gives me songs i don’t wanna listen to! also wdym i have to pay premium to now choose my songs? i listened to a minimum and it went to recommended. it won’t let me go back or forward, it just goes the way it wants to but not the way i want it to. i can’t tap on lyrics to fast forward to a certain time in the song! i just wanna listen to my liked songs, please spotify i beg! fix these please!"
6296,Apple App Store,CA,2,"The app is lagging and when you close the app, the music keeps playing",6,3,9,repetition,keeps playing,"the app is lagging and when you close the app, the music keeps playing"
5750,Apple App Store,AU,2,The songs are good but i have a long playlist and yet it barely uses my playlist songs and use the recommended songs even though i have 208 songs in that playlist 😭,6,3,9,"recommendation,playlist","playlist,recommended",the songs are good but i have a long playlist and yet it barely uses my playlist songs and use the recommended songs even though i have 208 songs in that playlist 😭
1899,Google Play,IN,2,I used to listen in my music app but recently i downloaded spotify and used while in free After two or three updates i rather use my music app Spotify lock necessarily things like shuffle and skipping songs unlimited and gives you all of this in a premium spotify account It doesnt worth anymore,6,3,9,"playlist,personalization","my music,shuffle",i used to listen in my music app but recently i downloaded spotify and used while in free after two or three updates i rather use my music app spotify lock necessarily things like shuffle and skipping songs unlimited and gives you all of this in a premium spotify account it doesnt worth anymore
1824,Google Play,IN,1,Playlist are not good they are not as my mood,5,4,9,"playlist,personalization","mood,playlist",playlist are not good they are not as my mood
4519,Google Play,IN,5,"Best ever online & offline all ganre music player, at a very cheap cost. For only 3 usd pm you can enjoy ur own music choice. They can also create daily mixes based on ur history playlist...absolute great!! I wonder why it took me so long...i recommend 110%. One you pay not even a single ad pops up",6,0,6,"recommendation,playlist","playlist,recommend","best ever online & offline all ganre music player, at a very cheap cost. for only 3 usd pm you can enjoy ur own music choice. they can also create daily mixes based on ur history playlist...absolute great!! i wonder why it took me so long...i recommend 110%. one you pay not even a single ad pops up"
