original_review_id,source,country,rating,review,discovery_score,rating_bonus,priority_score,categories,matched_terms
5700,Apple App Store,AU,3,What’s with the out of plays? What do you mean ive used up my songs and now have to listen to your recommendations. Never heard of a music app that doesn’t let you choose your own songs without having to pay. Whats the point.,5,2,7,recommendation,recommendations
5737,Apple App Store,AU,3,Could be better I feel they recycle a lot of songs where YouTube music recommends a lot more variety,5,2,7,discovery,variety
76,Google Play,IN,5,nice just wish i could lissen to my music without shuffle with no premium,6,0,6,"playlist,personalization","my music,shuffle"
576,Google Play,IN,5,love making my.own Playlist and the song radio feature to find similar music.,6,0,6,playlist,"playlist,radio"
1123,Google Play,IN,5,Great selection and new music,6,0,6,discovery,new music
2045,Google Play,IN,5,this app is completely perfect somebody just said you only get sick skips per hour and that they put stuff on your playlists to recommend things but they don't it's perfectly fine,6,0,6,"recommendation,playlist","playlists,recommend"
2437,Google Play,IN,5,super tired new songs🎵 thanks,6,0,6,discovery,new songs
3600,Google Play,IN,5,the only way I listen to music today I have given up my local radio stations and solely listen to this for all my music needs!!!!,6,0,6,"playlist,personalization","my music,radio"
4519,Google Play,IN,5,"Best ever online & offline all ganre music player, at a very cheap cost. For only 3 usd pm you can enjoy ur own music choice. They can also create daily mixes based on ur history playlist...absolute great!! I wonder why it took me so long...i recommend 110%. One you pay not even a single ad pops up",6,0,6,"recommendation,playlist","playlist,recommend"
4908,Google Play,IN,5,"I rate Spotify. Been using it for many years. I pay for it so I can't speak to the unpaid side of things, but if you like music (and podcasts) it's easy to use, very accessible and no real hidden costs once you sign up. Pretty much has everything you need, and good Ai integrations for finding similar music, you searching for new music. I use it on a daily.",6,0,6,discovery,new music
5099,Apple App Store,US,5,"This app is really good and has tons of songs, audio books and podcasts. You can create playlists so you get to listen to all of your favorite songs without having to put them on queue. I would definitely recommend this app! Have a good day!!❤️⭐️😀",6,0,6,"recommendation,playlist","playlists,recommend"
5265,Apple App Store,US,5,I listen to smooth jazz everyday while I work. It sets the pace and the tone for the day. Spotify has every title that I am interested in and introduces me to new music too. Can’t start my day without it.,6,0,6,discovery,new music
5389,Apple App Store,US,5,"I love l can find the songs l like and new ones, it also plays out of the app which is nice, you can make more than one playlist, and you can listen to your playlist while doing something or put it on shuffle to add uniqueness to it when you want, overall l generally like the app for all the things you can do with it, l just wish it worked without internet but the good overweights the bad so it’s a very good app in my opinion",6,0,6,playlist,"playlist,shuffle"
5397,Apple App Store,US,5,"This app really helps me open my horizons to new music, but please add back free song skips and letting us pick out songs without premium. It’s really annoying because premium is so expensive.",6,0,6,discovery,new music
5481,Apple App Store,US,5,Put 6 peak Deltarune songs on a playlist then used shuffle and listened for 12 hours,6,0,6,playlist,"playlist,shuffle"
5944,Apple App Store,AU,5,I love that it suggests new music. I have so much more music that I enjoy to choose from now.,6,0,6,discovery,new music
5968,Apple App Store,AU,5,Wrapped should ALWAYS have the number of new songs we listened to that year,6,0,6,discovery,new songs
6199,Apple App Store,CA,5,I am a big fan of music and I’d have to say this is way cheaper and way better than the music app.it really makes me feel joy and I love learning new music that pops up after my song I put  in and this app makes me comfortably happy and I will never ever use a different all other than this one. To the creators of Spotify.,6,0,6,discovery,new music
6320,Apple App Store,CA,5,Dj really good and helps me find new songs that i like,6,0,6,discovery,new songs
6358,Apple App Store,CA,5,"So happy with this service!  I enjoy the fact that I can listen to amazing hits at anytime I want too! Thank you Spotify! Misic for any mood, any event, anything and everything!  All different types of genres tooo! I listen to music literally ALL day, EVERY day! So this is perfect! A very happy customer here!  Will be paying whatever I need to keep this service! 😎😜",6,0,6,"discovery,personalization","genres,mood"
6372,Apple App Store,CA,5,Just love all the songs and playlist from least greatest songs are amazing and I’m just so happy I used Spotify thank you Spotify recommended,6,0,6,"recommendation,playlist","playlist,recommended"
208,Google Play,IN,4,"Very good quality of music and a very wide variety. But a lot, and I mean a lot, of adds.",5,1,6,discovery,variety
1300,Google Play,IN,4,The recommendations are crazzzzzzzzy. it's like diving into your head and playing WHAT YOU WANT 🥰 if it was free I would have gave it a 5star 😂 but the premium is worth every penny,5,1,6,recommendation,recommendations
1482,Google Play,IN,4,"Spotify has a great music library and a user-friendly interface, making it easy to discover and enjoy music. However, the free version has far too many ads. The advertisements are too frequent and interrupt the listening experience, making it frustrating to use. Reducing the number of ads or spacing them out better would greatly improve the app. Overall, it's a good platform, but the excessive ads are a major downside.",5,1,6,discovery,discover
3179,Google Play,IN,4,"very average audio quality for the subscription fees, more of making music social than actually caring about sound quality, however, like the variety of songs.",5,1,6,discovery,variety
5031,Apple App Store,US,4,You should give 1 ad every 1 hour on Spotify bc a lot of people are switching to different music platforms bc of to many adds.,5,1,6,discovery,different music
5917,Apple App Store,AU,4,There is too many advertisements at one time. Otherwise there is a large variety of music and podcasts.,5,1,6,discovery,variety
6580,Apple App Store,CA,4,Easy to use and find songs!,5,1,6,discovery,find songs
6721,Apple App Store,NZ,4,"I really enjoy Spotify and the variety it contains. The only thing I don’t understand is, if I am paying premium prices, I still am limited to x amount of hours of audiobook hours?!",5,1,6,discovery,variety
21,Google Play,IN,5,it has a variety of songs,5,0,5,discovery,variety
364,Google Play,IN,5,let's me find songs I love,5,0,5,discovery,find songs
621,Google Play,IN,5,such a good app. Creates a Playlist for my every mood. Enjoying it a lot,5,0,5,"playlist,personalization","mood,playlist"
655,Google Play,IN,5,Fantastic music streaming app with excellent recommendations and a huge music library.,5,0,5,recommendation,recommendations
817,Google Play,IN,5,"Spotify has an incredible music library with playlists for every mood. The app is easy to use, and the sound quality is excellent. I enjoy using it every day.",5,0,5,"playlist,personalization","mood,playlists"
841,Google Play,IN,5,"Amazing experience ✨ smooth streaming, great recommendations, and I can listen anywhere without hassle!",5,0,5,recommendation,recommendations
1478,Google Play,IN,5,Spotify has an amazing music library and personalized playlists. The app is easy to use and the sound quality is excellent.,5,0,5,"recommendation,playlist","personalized,playlists"
1503,Google Play,IN,5,I'm very much satisfied with personal recommendation of Spotify which is desirable from other music apps,5,0,5,recommendation,recommendation
1859,Google Play,IN,5,Great variety! Great choices!,5,0,5,discovery,variety
1971,Google Play,IN,5,"They found every song I asked for even Hallucination, by the Castor Bunch. The only song they couldn't find was ""Hard to say"" by Son by Four, but nobody else can find it either so a 99% ability to find songs is pretty good.",5,0,5,discovery,find songs
2058,Google Play,IN,5,"Thank you Spotify, for all the years of discovery, and harmonic joy that resonate to eternity.",5,0,5,discovery,discovery
2373,Google Play,IN,5,great music n variety,5,0,5,discovery,variety
2494,Google Play,IN,5,"outstanding variety of music, podcasts etc. My go to for ""me time"".",5,0,5,discovery,variety
2654,Google Play,IN,5,I like my list and the variety it offers,5,0,5,discovery,variety
2690,Google Play,IN,5,"Still one of the Best Streaming app,but can provide Loseless audio in Standard Plan I feel,The recommendations is superb,I like The Jam feature a lot,Overall Best Music streaming Platform❤️",5,0,5,recommendation,recommendations
2898,Google Play,IN,5,Amazing music streaming app with a huge collection of songs and personalized playlists.,5,0,5,"recommendation,playlist","personalized,playlists"
3016,Google Play,IN,5,"variety of music, can create and upload your own also",5,0,5,discovery,variety
3202,Google Play,IN,5,The best music streaming app with an amazing library and personalized playlists. The sound quality is excellent.,5,0,5,"recommendation,playlist","personalized,playlists"
3428,Google Play,IN,5,The app is easy to use and quickly recognises my music tastes and recommends songs within the same genres. Just amazing,5,0,5,"discovery,personalization","genres,my music"
3530,Google Play,IN,5,"Spotify is the true definition of right place right time. The App is truly remarkable and then premium is very negotiable. Best recommendation for music,prodcast and audio books. Thanks to the team We truly appreciate you. Spotify is the right place to be Trust me ✌️",5,0,5,recommendation,recommendation
3566,Google Play,IN,5,love the different variety of music that Spotify has to offer,5,0,5,discovery,variety
3769,Google Play,IN,5,"Spotify offers a large music library, personalized playlists, and podcasts. The free version includes advertisements, while premium provides a better listening experience.",5,0,5,"recommendation,playlist","personalized,playlists"
4024,Google Play,IN,5,good application it required variety of songs with affordable subscription packs,5,0,5,discovery,variety
4197,Google Play,IN,5,The app is amazing I use it all the time.There are a lot of different music styles to choose from.,5,0,5,discovery,different music
4279,Google Play,IN,5,I love the diversity of music I can get anytime,5,0,5,discovery,diversity
4286,Google Play,IN,5,"I Love The Variety Of Music, From Old School To Present Day.",5,0,5,discovery,variety
4366,Google Play,IN,5,"large variety of songs to pick from, very little ads, you don't have to pay unless you want ad free. overall the only app i would use for music.",5,0,5,discovery,variety
4663,Google Play,IN,5,perfect experience and recommendations,5,0,5,recommendation,recommendations
5165,Apple App Store,US,5,"I think Spotify is really good to listen to music when it comes up to wanting to listen to music. One thing I hate about Spotify it’s when you try to find songs but don’t know the name, it gives you the opposite of the damn song. But besides that, everything is good. 5 starts",5,0,5,discovery,find songs
5218,Apple App Store,US,5,i have had this app for a while and it has like EVERY song you could ask for. i switched from apple music to this awhile ago and there was so much more variety :),5,0,5,discovery,variety
5235,Apple App Store,US,5,Love the selection and variety of music.,5,0,5,discovery,variety
5699,Apple App Store,AU,5,Great music access and wide variety,5,0,5,discovery,variety
5761,Apple App Store,AU,5,Very wide variety of absolute Korn classics. I haven’t seen my family since last October because of it. It’s like an addiction I can’t wait to get my next hit. Listening to Korn is my only way of life now. I don’t know what I would do without. I don’t what.,5,0,5,discovery,variety
5933,Apple App Store,AU,5,Okay so yes Spotify is so much better with the premium. As in my opinion I am one of those people that have a mixed playlist like some of them are romance or depressing etc. and I just skip a lot of my songs to find the songs that fit my mood and like without premium I am not able to skip that much. And I love music so yes it is worth it and I have been using Spotify for YEARS now,5,0,5,"playlist,personalization","mood,playlist"
5997,Apple App Store,AU,5,"Love it so much, so much diversity of music. It’s great!",5,0,5,discovery,diversity
6553,Apple App Store,CA,5,Spotify is my fave music app cause it connects me to the artists and genres I love and makes music a community based experience.,5,0,5,"discovery,artist","artists,genres"
6695,Apple App Store,CA,5,"Spotify is the only place to get decent music, a variety of everything!",5,0,5,discovery,variety
